id,trn,n_trn
tri03504,NCT04434417,1
tri03505,NCT04435015,1
tri03506,NCT04435028,1
tri03507,NCT04435041,1
tri03508,NCT04435080,1
tri03509,NCT04435106,1
tri03510,NCT04435119,1
tri03511,NCT04435184,1
tri03512,NCT04435223,1
tri03513,NCT04435275,1
tri03514,NCT04435314,1
tri03515,NCT04435327,1
tri03516,NCT04435353,1
tri03517,NCT04435379,1
tri03518,NCT04435457,1
tri03519,NCT04435587,1
tri03520,NCT04435717,1
tri03521,NCT04435795,1
tri03522,NCT04435808,1
tri03523,NCT04436276,1
tri03524,NCT04436458,1
tri03525,NCT04436471,1
tri03526,NCT04436484,1
tri03527,NCT04437121,1
tri03528,NCT04437342,1
tri03529,NCT04437693,1
tri03530,NCT04437706,1
tri03531,NCT04437719,1
tri03532,NCT04437823,1
tri03533,NCT04437875,1
tri03534,NCT04437901,1
tri03535,NCT04437940,1
tri03536,NCT04438057,1
tri03537,NCT04438070,1
tri03538,NCT04438239,1
tri03539,NCT04438629,1
tri03540,NCT04438694,1
tri03541,NCT04438837,1
tri03542,NCT04438850,1
tri03543,NCT04438863,1
tri03544,NCT04438941,1
tri03545,NCT04438954,1
tri03546,NCT04438967,1
tri03547,NCT04438980,1
tri03548,NCT04438993,1
tri03549,NCT04439006,1
tri03550,NCT04439045,1
tri03551,NCT04439071,1
tri03552,NCT04439084,1
tri03553,NCT04440007,1
tri03554,NCT04440098,1
tri03555,NCT04441372,1
tri03556,NCT04441385,1
tri03557,NCT04441398,1
tri03558,NCT04441424,1
tri03559,NCT04441489,1
tri03560,NCT04441502,1
tri03561,NCT04441632,1
tri03562,NCT04441684,1
tri03563,NCT04441814,1
tri03564,NCT04441918,1
tri03565,NCT04441996,1
tri03566,NCT04442048,1
tri03567,NCT04442152,1
tri03568,NCT04442165,1
tri03569,NCT04442178,1
tri03570,NCT04442191,1
tri03571,NCT04442204,1
tri03572,NCT04442217,1
tri03573,NCT04442230,1
tri03574,NCT04442243,1
tri03575,NCT04442282,1
tri03576,NCT04442308,1
tri03577,NCT04442360,1
tri03578,NCT04442386,1
tri03579,NCT04442958,1
tri03580,NCT04443075,1
tri03581,NCT04443140,1
tri03582,NCT04443179,1
tri03583,NCT04443270,1
tri03584,NCT04443361,1
tri03585,NCT04443673,1
tri03586,NCT04443699,1
tri03587,NCT04443725,1
tri03588,NCT04443764,1
tri03589,NCT04443803,1
tri03590,NCT04443868,1
tri03591,NCT04443881,1
tri03592,NCT04444115,1
tri03593,NCT04444271,1
tri03594,NCT04444310,1
tri03595,NCT04444336,1
tri03596,NCT04444401,1
tri03597,NCT04444531,1
tri03598,NCT04444557,1
tri03599,NCT04444596,1
tri03600,NCT04444609,1
tri03601,NCT04444661,1
tri03602,NCT04444674,1
tri03603,NCT04444687,1
tri03604,NCT04444700,1
tri03605,NCT04444713,1
tri03606,NCT04445194,1
tri03607,NCT04445207,1
tri03608,NCT04445220,1
tri03609,NCT04445233,1
tri03610,NCT04445246,1
tri03611,NCT04445259,1
tri03612,NCT04445272,1
tri03613,NCT04445285,1
tri03614,NCT04445311,1
tri03615,NCT04445324,1
tri03616,NCT04445337,1
tri03617,NCT04445376,1
tri03618,NCT04445389,1
tri03619,NCT04445402,1
tri03620,NCT04445415,1
tri03621,NCT04445428,1
tri03622,NCT04445441,1
tri03623,NCT04445454,1
tri03624,NCT04445467,1
tri03625,NCT04445493,1
tri03626,NCT04445506,1
tri03627,NCT04445597,1
tri03628,NCT04445610,1
tri03629,NCT04445623,1
tri03630,NCT04445870,1
tri03631,NCT04445935,1
tri03632,NCT04445961,1
tri03633,NCT04446065,1
tri03634,NCT04446104,1
tri03635,NCT04446169,1
tri03636,NCT04446286,1
tri03637,NCT04446338,1
tri03638,NCT04446377,1
tri03639,NCT04446429,1
tri03640,NCT04447131,1
tri03641,NCT04447144,1
tri03642,NCT04447209,1
tri03643,NCT04447222,1
tri03644,NCT04447235,1
tri03645,NCT04447469,1
tri03646,NCT04447495,1
tri03647,NCT04447534,1
tri03648,NCT04447638,1
tri03649,NCT04448054,1
tri03650,NCT04448119,1
tri03651,NCT04448145,1
tri03652,NCT04448405,1
tri03653,NCT04448418,1
tri03654,NCT04448704,1
tri03655,NCT04448717,1
tri03656,NCT04448743,1
tri03657,NCT04448756,1
tri03658,NCT04448769,1
tri03659,NCT04448782,1
tri03660,NCT04449042,1
tri03661,NCT04449081,1
tri03662,NCT04449094,1
tri03663,NCT04449276,1
tri03664,NCT04449380,1
tri03665,ACTRN12620000688987,1
tri03666,ACTRN12620000698976,1
tri03667,ACTRN12620000692932,1
tri03668,ACTRN12620000707965,1
tri03669,ACTRN12620000702910,1
tri03670,ISRCTN13990999,1
tri03671,ISRCTN12394803,1
tri03672,ISRCTN60400862,1
tri03673,ISRCTN13471603,1
tri03674,ISRCTN54917435,1
tri03675,ISRCTN15475176,1
tri03676,ISRCTN17072692,1
tri03677,ISRCTN69546370,1
tri03678,ISRCTN86534580,1
tri03679,ISRCTN37530113,1
tri03680,ISRCTN18274006,1
tri03681,ISRCTN55201674,1
tri03682,ChiCTR2000034164,1
tri03683,ChiCTR2000034112,1
tri03684,ChiCTR2000034076,1
tri03685,ChiCTR2000029589,1
tri03686,EUCTR2020-001767-86,1
tri03687,EUCTR2020-001777-71,1
tri03688,EUCTR2020-001745-40,1
tri03689,EUCTR2020-001501-24,1
tri03690,EUCTR2020-001390-76,1
tri03691,EUCTR2020-001528-32,1
tri03692,EUCTR2020-001987-28,1
tri03693,EUCTR2020-001172-15,1
tri03694,EUCTR2020-001921-30,1
tri03695,EUCTR2020-001795-15,1
tri03696,EUCTR2020-001854-23,1
tri03697,EUCTR2020-001558-23,1
tri03698,NL8536,1
tri03699,NL8512,1
tri03700,NL8551,1
tri03701,NL8501,1
tri03702,NL8522,1
tri03703,NL8523,1
tri03704,NL8562,1
tri03705,NL8563,1
tri03706,NL8570,1
tri03707,NL8529,1
tri03708,NL8572,1
tri03709,NL8576,1
tri03710,NL8521,1
tri03711,NL8580,1
tri03712,NL8578,1
tri03713,NL8577,1
tri03714,NL8587,1
tri03715,NL8589,1
tri03716,NL8528,1
tri03717,NL8535,1
tri03718,NL8538,1
tri03719,NL8513,1
tri03720,NL8609,1
tri03721,NL8613,1
tri03722,NL8543,1
tri03723,NL8625,1
tri03724,NL8547,1
tri03725,NL8627,1
tri03726,NL8633,1
tri03727,NL8645,1
tri03728,NL8668,1
tri03729,NL8473,1
tri03730,NL8490,1
tri03731,NL8526,1
tri03732,NL8685,1
tri03733,NL8694,1
tri03734,NL8706,1
tri03735,NL8705,1
tri03736,NL8710,1
tri03737,NL8714,1
tri03738,NL8729,1
tri03739,NL8460,1
tri03740,NL8483,1
tri03741,NL8485,1
tri03742,NL8491,1
tri03742,EUCTR2020-001236-10,2
tri03743,NL8497,1
tri03744,NL8498,1
tri03745,NCT04324606,1
tri03746,NCT04381936,1
tri03746,EUCTR2020-001113-21,2
tri03746,ISRCTN50189673,3
tri03747,NCT04348305,1
tri03748,NCT04327388,1
tri03749,NCT04451083,1
tri00659,NCT04345991,2
tri00659,EUCTR2020-001246-18,3
tri00660,DRKS00021300,2
tri00672,KCT0004907,2
tri00685,EUCTR2020-001513-20,2
tri00744,EUCTR2020-001275-32,2
tri00791,EUCTR2020-001250-21,2
tri00798,EUCTR2020-001224-33,2
tri00801,DRKS00021199,2
tri00834,NCT04392531,2
tri00889,EUCTR2017-000584-33,2
tri00917,EUCTR2020-001306-35,2
tri00919,EUCTR2020-001335-28,2
tri00952,EUCTR2020-001457-43,2
tri01108,EUCTR2020-001039-29,2
tri01123,EUCTR2020-001302-30,2
tri01149,EUCTR2020-001466-11,2
tri01157,EUCTR2020-001531-27,2
tri01179,EUCTR2020-001303-16,2
tri01243,EUCTR2020-001366-11,2
tri01243,NCT04330690,3
tri01243,PER-010-20,4
tri01243,IRCT20200405046953N1,5
tri01243,NCT04321616,6
tri01243,EUCTR2020-000982-18,7
tri01243,CTRI/2020/04/024773,8
tri01243,LBCTR2020043495,9
tri01243,EUCTR2020-002060-31,10
tri01243,EUCTR2020-001549-38,11
tri01273,DRKS00021238,2
tri01277,EUCTR2020-001200-42,2
tri01294,EUCTR2020-001640-26,2
tri01413,NL8504,2
tri01465,EUCTR2020-001888-90,2
tri01488,ISRCTN99916292,2
tri01497,EUCTR2020-001602-34,2
tri01500,EUCTR2020-001411-25,2
tri01505,EUCTR2020-001616-18,2
tri01536,ISRCTN14326006,2
tri01802,EUCTR2020-001512-26,2
tri01805,PER-018-20,2
tri01805,EUCTR2020-001644-25,3
tri01812,EUCTR2020-001450-22,2
tri01822,EUCTR2020-001264-28,2
tri01842,EUCTR2020-001928-34,2
tri01871,EUCTR2020-001678-31,2
tri01897,EUCTR2020-001331-26,2
tri01903,EUCTR2020-001909-22,2
tri01909,EUCTR2020-001734-36,2
tri01937,EUCTR2020-001023-14,2
tri01937,ISRCTN14241621,3
tri01947,EUCTR2020-001448-24,2
tri01986,EUCTR2020-001684-89,2
tri02056,EUCTR2020-002035-30,2
tri02060,IRCT20200509047366N1,2
tri02061,EUCTR2020-001354-22,2
tri02061,ISRCTN11188345,3
tri02149,EUCTR2020-001721-31,2
tri02217,EUCTR2020-001643-13,2
tri02241,ISRCTN11952463,2
tri02245,EUCTR2020-001469-35,2
tri02275,EUCTR2020-001882-36,2
tri02289,EUCTR2020-001228-32,2
tri02330,EUCTR2020-001324-33,2
tri02333,EUCTR2020-001367-88,2
tri02334,EUCTR2020-001482-37,2
tri02412,EUCTR2020-001972-13,2
tri02447,EUCTR2020-001154-22,2
tri02508,ISRCTN86124626,2
tri02560,EUCTR2020-001349-37,2
tri02560,DRKS00021626,3
tri02565,EUCTR2020-001456-18,2
tri02652,EUCTR2020-001591-15,2
tri02761,EUCTR2020-001431-27,2
tri02948,EUCTR2020-001544-26,2
tri02951,EUCTR2020-001571-32,2
tri02953,EUCTR2020-001364-29,2
tri02964,EUCTR2020-001740-26,2
tri03024,EUCTR2020-001441-39,2
tri03039,EUCTR2020-001553-48,2
tri03051,EUCTR2020-001206-35,2
tri03053,EUCTR2020-001435-27,2
tri03057,EUCTR2020-001370-30,2
tri03075,IRCT20200401046909N1,2
tri03075,IRCT20200401046909N2,3
tri03212,EUCTR2020-001870-32,2
tri03260,EUCTR2020-001803-17,2
tri03265,EUCTR2020-001696-32,2
tri03285,EUCTR2020-001453-49,2
tri03289,EUCTR2020-001188-96,2
tri03295,EUCTR2020-001172-15,2
tri03340,EUCTR2020-001662-11,2
tri03369,EUCTR2020-001449-38,2
tri03373,EUCTR2020-001759-42,2
tri03418,JPRN-jRCT2031200035,2
tri03419,EUCTR2020-001807-18,2
tri03444,EUCTR2020-002448-21,2
tri03454,EUCTR2020-001296-33,2
tri03455,EUCTR2020-001517-21,2
tri03468,EUCTR2020-001308-40,2
tri03499,EUCTR2020-001310-38,2
tri03517,EUCTR2020-001675-33,2
tri03547,EUCTR2020-001827-15,2
tri03678,EUCTR2020-001209-22,2
tri03724,EUCTR2020-001591-15,2
tri03745,EUCTR2020-001072-15,2
tri03745,ISRCTN15281137,3
tri03747,EUCTR2020-001395-15,2
tri03748,EUCTR2020-001162-12,2
tri03749,JPRN-JapicCTI-205326,2
