id,trn,n_trn
tri00807,ACTRN12620000470998,1
tri00808,ACTRN12620000473965,1
tri00809,ACTRN12620000474954,1
tri00810,ACTRN12620000478910,1
tri00811,ACTRN12620000480987,1
tri00812,ChiCTR2000032098,1
tri00813,ChiCTR2000032095,1
tri00814,ChiCTR2000032040,1
tri00815,ChiCTR2000032013,1
tri00816,ChiCTR2000032011,1
tri00817,ChiCTR2000032010,1
tri00818,ChiCTR2000032009,1
tri00819,ChiCTR2000031982,1
tri00820,ChiCTR2000031955,1
tri00821,ChiCTR2000031954,1
tri00822,ChiCTR2000031944,1
tri00823,ChiCTR2000031930,1
tri00824,ChiCTR2000031928,1
tri00825,ChiCTR2000031888,1
tri00826,ChiCTR2000031712,1
tri00827,ChiCTR2000030300,1
tri00828,ChiCTR2000029976,1
tri00829,ChiCTR2000029434,1
tri00830,ChiCTR2000029433,1
tri00831,EUCTR2020-001156-18,1
tri00832,EUCTR2019-002688-89,1
tri00833,EUCTR2020-001160-28,1
tri00834,EUCTR2020-001262-11,1
tri00835,EUCTR2020-001290-74,1
tri00836,EUCTR2020-001406-27,1
tri00837,EUCTR2020-001321-31,1
tri00838,EUCTR2020-001437-12,1
tri00839,EUCTR2020-001530-35,1
tri00840,EUCTR2020-001587-29,1
tri00841,EUCTR2020-001689-12,1
tri00842,EUCTR2020-001765-37,1
tri00843,EUCTR2020-001379-34,1
tri00844,EUCTR2020-001511-25,1
tri00845,EUCTR2020-001266-11,1
tri00846,EUCTR2020-001254-22,1
tri00847,IRCT20200310046736N1,1
tri00848,IRCT20151113025025N3,1
tri00849,IRCT20100228003449N30,1
tri00850,IRCT20100228003449N28,1
tri00851,IRCT20100228003449N27,1
tri00852,IRCT20200316046792N1,1
tri00853,IRCT20151227025726N12,1
tri00854,IRCT20170117032004N3,1
tri00855,IRCT20100228003449N29,1
tri00856,IRCT20200317046797N1,1
tri00857,IRCT20160625028622N1,1
tri00858,IRCT20120826010664N6,1
tri00859,IRCT20131113015393N6,1
tri00860,IRCT20140528017891N8,1
tri00861,IRCT20200321046828N1,1
tri00862,IRCT20190727044343N1,1
tri00863,IRCT20140617018126N2,1
tri00864,IRCT20150914024017N1,1
tri00865,IRCT20140911019125N6,1
tri00866,IRCT20160316027081N1,1
tri00867,IRCT20151227025726N13,1
tri00868,IRCT20160310026998N11,1
tri00869,IRCT20160310026998N10,1
tri00870,IRCT20180610040049N3,1
tri00871,IRCT20200324046847N1,1
tri00872,IRCT20140907019073N4,1
tri00873,IRCT20200324046850N5,1
tri00874,IRCT20200325046860N1,1
tri00875,IRCT20101219005416N2,1
tri00876,IRCT20200317046797N2,1
tri00877,IRCT20200325046860N2,1
tri00878,IRCT20170611034452N11,1
tri00879,IRCT20190917044805N2,1
tri00880,IRCT20120225009124N4,1
tri00881,IRCT20180802040678N4,1
tri00882,IRCT20150704023055N2,1
tri00883,IRCT20200319046819N1,1
tri00884,JPRN-JapicCTI-205238,1
tri00885,JPRN-jRCTs031190226,1
tri00886,JPRN-UMIN000039986,1
tri00887,JPRN-UMIN000040185,1
tri00888,JPRN-UMIN000040188,1
tri00889,NCT03042143,1
tri00890,NCT03891420,1
tri00891,NCT04092478,1
tri00892,NCT04252118,1
tri00893,NCT04252664,1
tri00894,NCT04257656,1
tri00895,NCT04273646,1
tri00896,NCT04276688,1
tri00897,NCT04280224,1
tri00898,NCT04299152,1
tri00899,NCT04304690,1
tri00900,NCT04315896,1
tri00901,NCT04318015,1
tri00902,NCT04320277,1
tri00903,NCT04320953,1
tri00904,NCT04321174,1
tri00905,NCT04322487,1
tri00906,NCT04323345,1
tri00907,NCT04323787,1
tri00908,NCT04324073,1
tri00909,NCT04324190,1
tri00910,NCT04324736,1
tri00911,NCT04325048,1
tri00912,NCT04325061,1
tri00912,EUCTR2020-001278-31,2
tri00913,NCT04325633,1
tri00914,NCT04326426,1
tri00915,NCT04327804,1
tri00916,NCT04329650,1
tri00916,EUCTR2020-001413-20,2
tri00917,NCT04331054,1
tri00918,NCT04331171,1
tri00919,NCT04333420,1
tri00920,NCT04333628,1
tri00921,NCT04334044,1
tri00922,NCT04334434,1
tri00923,NCT04335773,1
tri00924,NCT04336215,1
tri00925,NCT04336384,1
tri00926,NCT04338568,1
tri00927,NCT04338672,1
tri00928,NCT04339634,1
tri00929,NCT04340466,1
tri00930,NCT04341168,1
tri00931,NCT04341584,1
tri00932,NCT04342156,1
tri00933,NCT04342169,1
tri00934,NCT04342195,1
tri00935,NCT04342650,1
tri00936,NCT04343001,1
tri00937,NCT04343144,1
tri00938,NCT04343183,1
tri00939,NCT04343339,1
tri00940,NCT04343664,1
tri00941,NCT04343690,1
tri00942,NCT04343755,1
tri00943,NCT04343794,1
tri00944,NCT04343963,1
tri00945,NCT04344106,1
tri00946,NCT04344171,1
tri00947,NCT04344210,1
tri00948,NCT04344236,1
tri00949,NCT04344444,1
tri00950,NCT04344535,1
tri00951,NCT04344548,1
tri00952,NCT04344730,1
tri00953,NCT04344756,1
tri00954,NCT04344782,1
tri00955,NCT04344834,1
tri00956,NCT04344938,1
tri00957,NCT04344964,1
tri00958,NCT04345315,1
tri00959,NCT04345406,1
tri00960,NCT04345445,1
tri00961,NCT04345510,1
tri00962,NCT04345523,1
tri00963,NCT04345536,1
tri00964,NCT04345549,1
tri00965,NCT04345640,1
tri00966,NCT04345887,1
tri00967,NCT04346017,1
tri00968,NCT04346043,1
tri00969,NCT04346056,1
tri00970,NCT04346160,1
tri00971,NCT04346186,1
tri00972,NCT04346264,1
tri00973,NCT04346329,1
tri00974,NCT04346342,1
tri00975,NCT04346368,1
tri00976,NCT04346810,1
tri00977,NCT04346927,1
tri00978,NCT04346953,1
tri00979,NCT04347070,1
tri00980,NCT04347369,1
tri00981,NCT04347460,1
tri00982,NCT04347850,1
tri00983,NCT04347876,1
tri00984,NCT04347889,1
tri00985,NCT04347941,1
tri00986,NCT04347980,1
tri00987,NCT04348227,1
tri00988,NCT04348383,1
tri00989,NCT04348396,1
tri00990,NCT04348422,1
tri00991,NCT04348448,1
tri00992,NCT04348461,1
tri00993,NCT04348695,1
tri00993,EUCTR2020-001405-23,2
tri00994,NCT04348864,1
tri00995,NCT04348877,1
tri00996,NCT04349371,1
tri00997,NCT04349410,1
tri00998,NCT04349618,1
tri00999,NCT04349982,1
tri01000,NCT04350086,1
tri01001,NCT04350099,1
tri01002,NCT04350281,1
tri01003,NCT04350671,1
tri01004,NCT04350684,1
tri01005,NCT04350931,1
tri01006,NCT04351295,1
tri01007,NCT04351490,1
tri01008,NCT04351529,1
tri01009,NCT04351542,1
tri01010,NCT04351620,1
tri01011,NCT04351646,1
tri01012,NCT04351659,1
tri01013,NCT04351711,1
tri01014,NCT04351763,1
tri01015,NCT04351789,1
tri01016,NCT04351802,1
tri01017,NCT04352400,1
tri01018,NCT04352517,1
tri01019,NCT04352582,1
tri01020,NCT04352803,1
tri01021,NCT04352959,1
tri01022,NCT04353154,1
tri01023,NCT04354155,1
tri01024,NCT04354272,1
tri01025,NCT04354558,1
tri01026,NCT04354584,1
tri01027,NCT04354753,1
tri01028,NCT04354857,1
tri01029,NCT04355026,1
tri01030,NCT04355247,1
tri01031,NCT04355494,1
tri01032,NCT04355676,1
tri01033,NCT04355741,1
tri01034,NCT04356417,1
tri01035,NCT04356443,1
tri01036,NCT04356508,1
tri01037,NCT04357275,1
tri01038,NCT04357769,1
tri01039,NCT04357847,1
tri01040,ACTRN12620000417987,1
tri01041,ACTRN12620000486921,1
tri01042,ACTRN12620000457943,1
tri01043,ACTRN12620000492954,1
tri01044,ACTRN12620000482965,1
tri01045,ACTRN12620000498998,1
tri01046,ACTRN12620000493943,1
tri01047,ChiCTR2000032412,1
tri01048,ChiCTR2000032400,1
tri01049,ChiCTR2000032399,1
tri01050,ChiCTR2000032368,1
tri01051,ChiCTR2000032367,1
tri01052,ChiCTR2000032346,1
tri01053,ChiCTR2000032314,1
tri01054,ChiCTR2000032313,1
tri01055,ChiCTR2000032242,1
tri01056,ChiCTR2000032239,1
tri01057,ChiCTR2000032237,1
tri01058,ChiCTR2000032233,1
tri01059,ChiCTR2000032214,1
tri01060,ChiCTR2000032213,1
tri01061,ChiCTR2000032205,1
tri01062,ChiCTR2000032165,1
tri01063,ChiCTR2000032162,1
tri01064,ChiCTR2000032161,1
tri01065,ISRCTN18348009,1
tri01066,ISRCTN51255782,1
tri01067,ISRCTN80453162,1
tri01068,ISRCTN16912075,1
tri01069,ISRCTN13694948,1
tri01070,ISRCTN51287266,1
tri01071,EUCTR2020-001391-15,1
tri01072,EUCTR2020-001329-30,1
tri01073,EUCTR2020-001527-14,1
tri01074,EUCTR2017-001100-30,1
tri01075,EUCTR2020-001255-40,1
tri01076,EUCTR2020-001659-42,1
tri01077,EUCTR2020-001622-64,1
tri01078,EUCTR2020-001440-26,1
tri01079,EUCTR2020-001327-13,1
tri01080,EUCTR2020-001459-42,1
tri01081,EUCTR2020-001417-21,1
tri01082,EUCTR2020-001500-41,1
tri01083,NCT04256395,1
tri01084,NCT04313946,1
tri01085,NCT04318444,1
tri01086,NCT04319016,1
tri01087,NCT04319445,1
tri01088,NCT04320017,1
tri01089,NCT04320056,1
tri01090,NCT04320862,1
tri01091,NCT04323839,1
tri01092,NCT04326920,1
tri01092,EUCTR2020-001254-22,2
tri01093,NCT04327479,1
tri01094,NCT04329572,1
tri01095,NCT04330599,1
tri01096,NCT04330638,1
tri01097,NCT04331808,1
tri01098,NCT04332380,1
tri01099,NCT04332835,1
tri01100,NCT04333589,1
tri01101,NCT04334265,1
tri01102,NCT04334291,1
tri01103,NCT04334980,1
tri01104,NCT04335032,1
tri01105,NCT04335123,1
tri01106,NCT04337008,1
tri01107,NCT04338009,1
tri01108,NCT04339712,1
tri01109,NCT04341493,1
tri01110,NCT04344184,1
tri01111,NCT04344327,1
tri01112,NCT04344431,1
tri01113,NCT04345601,1
tri01114,NCT04345679,1
tri01115,NCT04346212,1
tri01116,NCT04346797,1
tri01117,NCT04347694,1
tri01118,NCT04347993,1
tri01119,NCT04348474,1
tri01120,NCT04348929,1
tri01121,NCT04349202,1
tri01122,NCT04350580,1
tri01122,EUCTR2020-001570-30,2
tri01123,NCT04351724,1
tri01124,NCT04351854,1
tri01125,NCT04352608,1
tri01126,NCT04352764,1
tri01127,NCT04352946,1
tri01128,NCT04353037,1
tri01129,NCT04353518,1
tri01130,NCT04353609,1
tri01131,NCT04354870,1
tri01132,NCT04355052,1
tri01133,NCT04355234,1
tri01134,NCT04355338,1
tri01135,NCT04355429,1
tri01136,NCT04355481,1
tri01137,NCT04355507,1
tri01138,NCT04355715,1
tri01139,NCT04355754,1
tri01140,NCT04355793,1
tri01141,NCT04355884,1
tri01142,NCT04355962,1
tri01143,NCT04356365,1
tri01144,NCT04356560,1
tri01145,NCT04356586,1
tri01146,NCT04356677,1
tri01147,NCT04357106,1
tri01148,NCT04357327,1
tri01149,NCT04357366,1
tri01150,NCT04357418,1
tri01151,NCT04357496,1
tri01152,NCT04357574,1
tri01153,NCT04357613,1
tri01154,NCT04357782,1
tri01155,NCT04357808,1
tri01155,EUCTR2020-001634-36,2
tri01156,NCT04357834,1
tri01157,NCT04357860,1
tri01158,NCT04357886,1
tri01159,NCT04358042,1
tri01160,NCT04358211,1
tri01161,NCT04358406,1
tri01162,NCT04358510,1
tri01163,NCT04358536,1
tri01164,NCT04358614,1
tri01165,NCT04358627,1
tri01166,NCT04358640,1
tri01167,NCT04358809,1
tri01168,NCT04359095,1
tri01169,NCT04359251,1
tri01170,NCT04359290,1
tri01171,NCT04359316,1
tri01172,NCT04359329,1
tri01173,NCT04359459,1
tri01174,NCT04359615,1
tri01175,NCT04359836,1
tri01176,NCT04359849,1
tri01177,NCT04359875,1
tri01178,NCT04359914,1
tri01179,NCT04359953,1
tri01180,NCT04359992,1
tri01181,NCT04360096,1
tri01182,NCT04360356,1
tri01183,NCT04360486,1
tri01184,NCT04360538,1
tri01185,NCT04360551,1
tri01186,NCT04360733,1
tri01187,NCT04360759,1
tri01188,NCT04360811,1
tri01189,NCT04360850,1
tri01190,NCT04360863,1
tri01191,NCT04360876,1
tri01192,NCT04360954,1
tri01193,NCT04360980,1
tri01194,NCT04361019,1
tri01195,NCT04361318,1
tri01196,NCT04361422,1
tri01197,NCT04361435,1
tri01198,NCT04361448,1
tri01199,NCT04361461,1
tri01200,NCT04361500,1
tri01201,NCT04361526,1
tri01202,NCT04361591,1
tri01203,NCT04361604,1
tri01204,NCT04361786,1
tri01205,NCT04361903,1
tri01206,NCT04361916,1
tri01207,NCT04361981,1
tri01208,NCT04362111,1
tri01209,NCT04362124,1
tri01210,NCT04362358,1
tri01211,NCT04362943,1
tri01212,NCT04362956,1
tri01213,NCT04363099,1
tri01214,NCT04363268,1
tri01215,NCT04363372,1
tri01216,NCT04363489,1
tri01217,NCT04363528,1
tri01218,NCT04363541,1
tri01219,NCT04363671,1
tri01220,NCT04363749,1
tri01221,NCT04363788,1
tri01222,NCT04363840,1
tri01223,NCT04363866,1
tri01224,NCT04364022,1
tri01225,NCT04364711,1
tri01226,NCT04364984,1
tri01227,NCT04365127,1
tri01228,NCT04365439,1
tri01229,NCT04365634,1
tri01230,NCT04365699,1
tri01231,NCT04365738,1
tri01232,NCT04365881,1
tri01233,NCT04365959,1
tri01234,NCT04366050,1
tri01235,NCT04366830,1
tri01236,NCT04372069,1
tri01237,ACTRN12620000512921,1
tri01238,ACTRN12620000516987,1
tri01239,ACTRN12620000517976,1
tri01240,ACTRN12620000527965,1
tri01241,ISRCTN13311119,1
tri01242,ISRCTN17898730,1
tri01243,ISRCTN83971151,1
tri01244,ChiCTR2000032632,1
tri01245,ChiCTR2000032574,1
tri01246,ChiCTR2000032573,1
tri01247,ChiCTR2000032527,1
tri01248,ChiCTR2000032514,1
tri01249,ChiCTR2000032487,1
tri01250,ChiCTR2000032480,1
tri01251,ChiCTR2000032478,1
tri01252,ChiCTR2000032476,1
tri01253,ChiCTR2000032461,1
tri01254,ChiCTR2000032460,1
tri01255,ChiCTR2000032459,1
tri01256,ChiCTR2000032458,1
tri01257,ChiCTR2000032457,1
tri01258,ChiCTR2000032456,1
tri01259,ChiCTR2000032455,1
tri01260,ChiCTR2000032135,1
tri01261,ChiCTR2000031896,1
tri01262,ChiCTR2000031327,1
tri01263,ChiCTR2000031174,1
tri01264,EUCTR2020-001723-13,1
tri01265,EUCTR2020-001198-55,1
tri01266,EUCTR2020-001686-36,1
tri01267,EUCTR2020-001823-15,1
tri01268,EUCTR2020-001722-66,1
tri01269,EUCTR2020-001505-22,1
tri01270,EUCTR2020-001717-20,1
tri01271,EUCTR2020-001541-39,1
tri01272,EUCTR2020-001618-39,1
tri01273,EUCTR2020-001408-41,1
tri01274,EUCTR2020-001345-38,1
tri01275,NCT04273763,1
tri01276,NCT04318301,1
tri01277,NCT04321096,1
tri01278,NCT04328441,1
tri01279,NCT04328480,1
tri01280,NCT04329923,1
tri01281,NCT04334928,1
tri01282,NCT04335071,1
tri01283,NCT04338958,1
tri01283,EUCTR2020-001481-11,2
tri01284,NCT04344249,1
tri01285,NCT04344457,1
tri01286,NCT04345848,1
tri01287,NCT04347226,1
tri01288,NCT04348435,1
tri01289,NCT04349631,1
tri01290,NCT04351191,1
tri01291,NCT04352465,1
tri01292,NCT04353271,1
tri01293,NCT04355611,1
tri01294,NCT04356833,1
tri01295,NCT04356950,1
tri01296,NCT04358939,1
tri01297,NCT04359225,1
tri01298,NCT04359654,1
tri01299,NCT04359706,1
tri01300,NCT04359797,1
tri01301,NCT04359810,1
tri01302,NCT04361123,1
tri01303,NCT04361643,1
tri01304,NCT04361877,1
tri01305,NCT04361942,1
tri01305,EUCTR2020-001682-36,2
tri01306,NCT04362176,1
tri01307,NCT04362267,1
tri01308,NCT04362345,1
tri01309,NCT04363034,1
tri01310,NCT04363047,1
tri01311,NCT04363060,1
tri01312,NCT04363450,1
tri01313,NCT04364828,1
tri01314,NCT04365231,1
tri01315,NCT04365309,1
tri01316,NCT04365530,1
tri01317,NCT04365608,1
tri01318,NCT04365816,1
tri01319,NCT04366024,1
tri01320,NCT04366063,1
tri01320,IRCT20200217046526N2,2
tri01321,NCT04366089,1
tri01322,NCT04366154,1
tri01323,NCT04366167,1
tri01324,NCT04366180,1
tri01325,NCT04366206,1
tri01326,NCT04366297,1
tri01327,NCT04366739,1
tri01328,NCT04366752,1
tri01329,NCT04366817,1
tri01330,NCT04366856,1
tri01331,NCT04366882,1
tri01332,NCT04366908,1
tri01333,NCT04366921,1
tri01334,NCT04366947,1
tri01335,NCT04367064,1
tri01336,NCT04367129,1
tri01337,NCT04367142,1
tri01338,NCT04367350,1
tri01339,NCT04367363,1
tri01340,NCT04367402,1
tri01341,NCT04367636,1
tri01342,NCT04367714,1
tri01343,NCT04367792,1
tri01344,NCT04367805,1
tri01345,NCT04367857,1
tri01346,NCT04367896,1
tri01347,NCT04368013,1
tri01348,NCT04368065,1
tri01349,NCT04368143,1
tri01350,NCT04368156,1
tri01351,NCT04368208,1
tri01352,NCT04368234,1
tri01353,NCT04368260,1
tri01354,NCT04368299,1
tri01355,NCT04368312,1
tri01356,NCT04368338,1
tri01357,NCT04368351,1
tri01358,NCT04368377,1
tri01359,NCT04368390,1
tri01360,NCT04368676,1
tri01361,NCT04368884,1
tri01362,NCT04368975,1
tri01363,NCT04369274,1
tri01364,NCT04369300,1
tri01365,NCT04369365,1
tri01366,NCT04369378,1
tri01367,NCT04369469,1
tri01368,NCT04369690,1
tri01369,NCT04369794,1
tri01370,NCT04369807,1
tri01371,NCT04369989,1
tri01372,NCT04370197,1
tri01373,NCT04370249,1
tri01374,NCT04370275,1
tri01375,NCT04370938,1
tri01376,NCT04371289,1
tri01377,NCT04371315,1
tri01378,NCT04371523,1
tri01379,NCT04371692,1
tri01380,NCT04372043,1
tri01381,NCT04372199,1
tri01382,NCT04372368,1
tri01383,ACTRN12620000487910,1
tri01384,ACTRN12620000524998,1
tri01385,ChiCTR2000032770,1
tri01386,ChiCTR2000032769,1
tri01387,ChiCTR2000032768,1
tri01388,ChiCTR2000032767,1
tri01389,ChiCTR2000032743,1
tri01390,ChiCTR2000032737,1
tri01391,ChiCTR2000032717,1
tri01392,ChiCTR2000032716,1
tri01393,ChiCTR2000032686,1
tri01394,ChiCTR2000032666,1
tri01395,ChiCTR2000032635,1
tri01396,ISRCTN68026880,1
tri01397,EUCTR2020-001700-42,1
tri01398,EUCTR2020-001635-27,1
tri01399,EUCTR2020-001766-11,1
tri01400,EUCTR2020-001370-30,1
tri01401,EUCTR2020-001709-21,1
tri01402,EUCTR2020-001768-27,1
tri01403,EUCTR2020-001598-66,1
tri01404,EUCTR2020-001786-36,1
tri01405,EUCTR2020-001632-10,1
tri01406,EUCTR2020-001783-28,1
tri01407,EUCTR2020-000705-86,1
tri01408,EUCTR2020-001891-14,1
tri01409,EUCTR2020-001825-29,1
tri01410,EUCTR2020-002032-69,1
tri01411,EUCTR2020-001697-30,1
tri01412,EUCTR2020-001603-16,1
tri01413,EUCTR2020-001375-32,1
tri01414,EUCTR2020-001994-66,1
tri01415,EUCTR2020-001934-37,1
tri01416,EUCTR2020-002123-11,1
tri01417,EUCTR2020-001474-29,1
tri01418,EUCTR2020-001953-36,1
tri01419,NCT04324489,1
tri01420,NCT04333550,1
tri01421,NCT04337047,1
tri01422,NCT04337359,1
tri01423,NCT04342702,1
tri01424,NCT04343768,1
tri01425,NCT04345614,1
tri01426,NCT04346667,1
tri01427,NCT04350320,1
tri01428,NCT04354597,1
tri01429,NCT04354701,1
tri01430,NCT04354766,1
tri01431,NCT04358926,1
tri01432,NCT04359212,1
tri01433,NCT04359602,1
tri01434,NCT04360122,1
tri01435,NCT04361032,1
tri01436,NCT04364815,1
tri01437,NCT04366765,1
tri01438,NCT04369456,1
tri01439,NCT04369820,1
tri01440,NCT04369859,1
tri01441,NCT04370171,1
tri01442,NCT04370288,1
tri01443,NCT04371302,1
tri01444,NCT04371367,1
tri01445,NCT04371406,1
tri01446,NCT04371510,1
tri01447,NCT04371562,1
tri01448,NCT04371601,1
tri01449,NCT04371679,1
tri01450,NCT04371835,1
tri01451,NCT04371848,1
tri01452,NCT04371965,1
tri01453,NCT04371978,1
tri01454,NCT04372030,1
tri01455,NCT04372082,1
tri01456,NCT04372472,1
tri01457,NCT04372576,1
tri01458,NCT04372602,1
tri01459,NCT04372680,1
tri01460,NCT04372693,1
tri01461,NCT04373005,1
tri01462,NCT04373109,1
tri01463,NCT04373148,1
tri01464,NCT04373213,1
tri01465,NCT04373291,1
tri01466,NCT04373382,1
tri01467,NCT04373486,1
tri01468,NCT04373824,1
tri01469,NCT04374058,1
tri01470,NCT04374071,1
tri01471,NCT04374123,1
tri01472,NCT04374149,1
tri01473,NCT04374422,1
tri01474,NCT04374474,1
tri01475,NCT04374487,1
tri01476,NCT04374539,1
tri01477,NCT04374552,1
tri01478,NCT04374695,1
tri01479,NCT04374903,1
tri01480,NCT04375176,1
tri01481,NCT04375202,1
tri01481,EUCTR2020-001475-33,2
tri01482,NCT04251871,1
tri01483,NCT04280705,1
tri01483,EUCTR2020-001052-18,2
tri01483,JPRN-jRCT2031190264,3
tri01484,NCT04322513,1
tri01485,NCT04326790,1
tri01485,EUCTR2020-001455-40,2
tri01486,NCT04333225,1
tri01487,NCT04333355,1
tri01488,NCT04333732,1
tri01489,NCT04336332,1
tri01490,NCT04336774,1
tri01491,NCT04340232,1
tri01492,NCT04341441,1
tri01493,NCT04341870,1
tri01494,NCT04342806,1
tri01495,NCT04343898,1
tri01496,NCT04343989,1
tri01497,NCT04344041,1
tri01498,NCT04346082,1
tri01499,NCT04348071,1
tri01500,NCT04349098,1
tri01501,NCT04351906,1
tri01502,NCT04353141,1
tri01503,NCT04353583,1
tri01504,NCT04354610,1
tri01505,NCT04355637,1
tri01506,NCT04356885,1
tri01507,NCT04357314,1
tri01508,NCT04357990,1
tri01509,NCT04359121,1
tri01510,NCT04359927,1
tri01511,NCT04362969,1
tri01512,NCT04363008,1
tri01513,NCT04363216,1
tri01514,NCT04363437,1
tri01515,NCT04363593,1
tri01516,NCT04365972,1
tri01517,NCT04366934,1
tri01518,NCT04367207,1
tri01519,NCT04368637,1
tri01520,NCT04370015,1
tri01521,NCT04370678,1
tri01522,NCT04371250,1
tri01523,NCT04371640,1
tri01524,NCT04372004,1
tri01525,NCT04373161,1
tri01526,NCT04373889,1
tri01527,NCT04374019,1
tri01528,NCT04374032,1
tri01529,NCT04374045,1
tri01530,NCT04374097,1
tri01531,NCT04374110,1
tri01532,NCT04374279,1
tri01533,NCT04374370,1
tri01534,NCT04374617,1
tri01535,NCT04374838,1
tri01536,NCT04374942,1
tri01537,NCT04375137,1
tri01538,NCT04375644,1
tri01539,NCT04375748,1
tri01540,NCT04375774,1
tri01541,NCT04376398,1
tri01542,NCT04376515,1
tri01543,NCT04376593,1
tri01544,NCT04376710,1
tri01545,NCT04376788,1
tri01546,NCT04376853,1
tri01547,NCT04376905,1
tri01548,NCT04376944,1
tri01549,NCT04376996,1
tri01550,NCT04377035,1
tri01551,NCT04377074,1
tri01552,NCT04377308,1
tri01553,NCT04377412,1
tri01554,NCT04377425,1
tri01555,NCT04377464,1
tri01556,NCT04377477,1
tri01557,NCT04377503,1
tri01558,NCT04377581,1
tri01559,NCT04377646,1
tri01560,NCT04377750,1
tri01561,NCT04377763,1
tri01562,NCT04377802,1
tri01563,NCT04377815,1
tri01564,NCT04377997,1
tri01565,NCT04378244,1
tri01566,NCT04378257,1
tri01567,NCT04378452,1
tri01568,NCT04378595,1
tri01569,NCT04378829,1
tri01570,NCT04378881,1
tri01571,NCT04379037,1
tri01572,NCT04379089,1
tri01573,NCT04379154,1
tri01574,NCT04379232,1
tri01575,NCT04379245,1
tri01576,NCT04379297,1
tri01577,NCT04379336,1
tri01578,NCT04379440,1
tri01579,NCT04379466,1
tri01580,NCT04379479,1
tri01581,NCT04379518,1
tri01582,NCT04379661,1
tri01583,NCT04380519,1
tri01584,NCT04380870,1
tri01585,NCT04380948,1
tri01586,ISRCTN87832712,1
tri01587,ISRCTN20867558,1
tri01588,ISRCTN97041334,1
tri01589,ISRCTN10666798,1
tri01590,ChiCTR2000033003,1
tri01591,ChiCTR2000032919,1
tri01592,ChiCTR2000032915,1
tri01593,ChiCTR2000032895,1
tri01594,ChiCTR2000032884,1
tri01595,ChiCTR2000032842,1
tri01596,ChiCTR2000030262,1
tri01597,ChiCTR2000029638,1
tri01598,ChiCTR2000029605,1
tri01599,ACTRN12620000555954,1
tri01600,ACTRN12620000554965,1
tri01601,ACTRN12620000557932,1
tri01602,ACTRN12620000566932,1
tri01603,IRCT20200314046764N1,1
tri01604,IRCT20150303021315N17,1
tri01605,IRCT20200312046749N1,1
tri01606,IRCT20190727044343N2,1
tri01607,IRCT20171122037571N2,1
tri01608,IRCT20200324046850N2,1
tri01609,IRCT20200323046841N1,1
tri01610,IRCT20200322046833N1,1
tri01611,IRCT20160131026298N2,1
tri01612,IRCT20190804044429N1,1
tri01613,IRCT20160313027033N2,1
tri01614,IRCT20200204046369N1,1
tri01615,IRCT20180712040449N2,1
tri01616,IRCT20130812014333N145,1
tri01617,IRCT20200325046859N1,1
tri01618,IRCT20161204031229N3,1
tri01619,IRCT20151228025732N51,1
tri01620,IRCT20130917014693N10,1
tri01621,IRCT20180610040049N4,1
tri01622,IRCT20130812014333N147,1
tri01623,IRCT20081019001369N2,1
tri01624,IRCT20200402046923N1,1
tri01625,IRCT20200328046886N1,1
tri01626,IRCT20131215015805N2,1
tri01627,IRCT20200404046933N1,1
tri01628,IRCT20200404046937N1,1
tri01629,IRCT20080901001157N16,1
tri01630,IRCT20200404046934N1,1
tri01631,IRCT20200403046926N1,1
tri01632,IRCT20151228025732N53,1
tri01633,IRCT20130306012728N8,1
tri01634,IRCT20180429039463N2,1
tri01635,IRCT20200404046935N1,1
tri01636,IRCT20151227025726N14,1
tri01637,IRCT20200405046958N1,1
tri01638,IRCT20200406046965N1,1
tri01639,IRCT20200405046960N1,1
tri01640,IRCT20200318046812N2,1
tri01641,IRCT20200317046797N4,1
tri01642,IRCT20200404046948N1,1
tri01643,IRCT20180520039738N2,1
tri01644,IRCT20081019001369N4,1
tri01645,IRCT20081019001369N3,1
tri01646,IRCT20200408046992N1,1
tri01647,IRCT20200408046987N1,1
tri01648,IRCT20180129038542N1,1
tri01649,IRCT20200317046797N3,1
tri01650,IRCT20200317046797N5,1
tri01651,IRCT20200404046937N2,1
tri01652,IRCT20180923041093N5,1
tri01653,IRCT20160131026298N3,1
tri01654,IRCT20200406046968N1,1
tri01655,IRCT20150808023559N20,1
tri01656,IRCT20130616013690N7,1
tri01657,IRCT20200410047009N1,1
tri01658,IRCT20200409047007N1,1
tri01659,IRCT20200408046990N1,1
tri01660,IRCT20200411047025N1,1
tri01661,IRCT20080901001165N46,1
tri01662,IRCT20200406046963N1,1
tri01663,IRCT20190122042450N4,1
tri01664,IRCT20200411047030N1,1
tri01665,IRCT20200406046968N2,1
tri01666,IRCT20200413047053N1,1
tri01667,IRCT20081019001369N5,1
tri01668,IRCT20200408046988N1,1
tri01669,IRCT20200413047062N1,1
tri01670,IRCT20191125045492N2,1
tri01671,IRCT20200406046968N3,1
tri01672,IRCT20200413047063N1,1
tri01673,IRCT20200413047052N1,1
tri01674,IRCT20200414047072N1,1
tri01675,IRCT20200414047070N1,1
tri01676,IRCT20170210032478N3,1
tri01677,IRCT20200415047082N1,1
tri01678,IRCT20200413047056N1,1
tri01679,IRCT20200418047116N1,1
tri01680,IRCT20200415047089N1,1
tri01681,IRCT20200415047092N1,1
tri01682,IRCT20200416047104N1,1
tri01683,IRCT20200417047113N1,1
tri01684,IRCT20200416047099N1,1
